startnode,rating,endnode
3540,6,3627
3627,6,3540
2642,1,3533
2642,1,3628
3628,1,2642
546,2,3571
3571,3,546
3588,1,35
1352,2,3262
3262,2,1352
3262,3,545
1810,8,2942
3623,3,2125
2125,1,3623
2803,1,1899
35,1,3588
35,1,3631
35,1,3633
35,1,3634
35,1,3635
3512,2,3513
3629,2,3571
2607,1,1832
2642,2,3368
135,-10,3314
304,3,2642
1810,2,2498
3204,1,2056
2897,1,3408
3408,1,2897
2897,7,2125
171,1,3229
3229,1,171
3642,1,215
2296,1,3643
3643,1,2296
2388,3,3644
2296,1,3626
3626,1,2296
2642,1,3229
2315,1,3642
3623,2,2642
2642,2,3623
2388,2,3592
1885,3,230
2194,3,1528
3582,2,2642
3647,3,2642
3476,3,2625
1953,2,3641
3451,1,3624
3641,2,1953
3624,1,3451
3618,1,35
3451,2,2642
3624,1,2625
546,3,1018
3581,1,2398
3648,1,35
1639,1,3549
3549,1,1639
23,7,1217
1953,3,2878
3519,2,3459
1018,-10,3466
3381,-10,3466
1334,1,3549
3549,1,1334
1018,1,3650
3582,5,2625
3578,1,3024
3006,3,1018
2194,6,1948
2098,2,1810
2125,4,1899
2125,4,1810
1565,1,3195
2642,3,2897
3571,3,1018
1899,4,2125
2437,2,3581
1953,1,3652
3652,1,1953
3653,1,3654
3654,1,3653
2125,1,3655
3219,4,493
493,4,3219
2897,1,3657
3657,1,2897
3615,10,35
3658,3,2028
1565,1,3659
2897,1,3615
3615,10,2897
2028,2,3531
3531,2,2028
2642,1,2079
2079,1,2642
2642,3,3535
3381,1,1899
3659,1,1565
3655,2,3545
2064,3,3593
3024,1,3578
3465,1,3653
3653,1,3465
2306,1,2042
2042,1,2306
2642,2,2755
2755,2,2642
2642,1,3662
3663,1,2625
2625,1,3664
361,2,2625
2625,2,361
3665,1,2125
3665,1,3428
3665,1,1810
3665,1,1565
1693,1,3640
2266,-10,3619
13,1,3624
3624,1,13
1810,1,2594
3023,1,3666
3666,1,3023
3665,10,896
493,2,3667
3667,4,493
1981,2,2642
178,1,3669
1018,1,3671
3671,1,230
455,2,3571
3571,2,455
353,3,1317
1317,2,353
3107,1,2125
2125,1,3107
3666,1,35
3665,-1,3672
3672,-10,3665
1615,2,2174
1615,1,3155
3653,1,3475
3669,2,3475
3664,3,2625
3475,2,3669
3029,2,2861
3653,1,3674
3674,1,3653
3549,1,3366
3501,2,1953
2642,2,3675
3675,7,2642
2642,4,1612
3664,4,2642
3219,5,3366
3366,5,3219
1113,2,35
160,2,13
1412,1,3669
3669,3,1412
3670,2,2296
3189,2,3018
1675,1,3624
2642,1,3677
3677,3,2642
3679,1,2642
1018,1,841
3624,1,1675
3680,1,2437
3475,1,2642
2642,1,3549
3018,1,3641
3635,1,35
2642,1,3681
3641,1,2647
1334,2,3349
3451,1,3668
3648,1,3451
3682,1,2296
3533,1,3669
3669,2,3533
3630,1,3451
3577,3,35
35,2,3577
2625,1,3611
3611,3,2625
1018,1,3646
192,1,1352
1555,5,13
841,1,1018
2642,3,3107
2642,1,3317
3317,1,2642
2642,2,2487
3683,1,2125
2642,1,3684
2642,4,3585
3686,1,3669
2642,1,3687
3545,1,2642
3688,3,2642
3545,5,2388
2388,6,3545
2110,1,1923
3683,1,1923
1675,1,3669
2028,1,3545
2004,3,35
35,1,3690
35,1,3692
2378,1,3694
3349,3,3669
3669,2,3349
2141,1,3646
3695,9,3669
2642,2,3696
500,3,2188
3656,6,3219
2907,4,1953
1018,1,3697
2296,1,3648
312,1,3624
3624,1,312
3571,2,3629
3696,2,35
35,2,3208
2266,-3,714
2266,-3,418
3670,4,3669
3697,1,1018
3219,2,3700
3700,2,3219
3653,1,2266
2266,1,3653
2266,1,3223
1565,2,2249
2249,2,1565
3342,2,1810
2755,2,455
455,2,2755
3342,1,2755
2755,1,3342
1810,5,1502
3140,-5,2725
2266,4,2125
3673,2,1018
1018,2,1159
3595,5,3107
3219,2,3701
2642,1,3702
2692,2,1624
2692,7,1018
3702,1,2642
3701,2,3219
3074,2,1953
2642,2,3366
3366,3,2642
2028,2,2652
2652,3,2028
2642,4,2315
1529,4,1201
3669,1,3704
2188,3,500
3705,1,3669
3669,1,2961
2961,1,3669
2296,1,3706
3669,1,664
1185,2,3708
3708,4,1185
2767,7,35
2661,1,2642
2661,3,1154
2661,2,3374
1159,2,1018
1018,1,3496
3219,1,3709
3709,1,3219
1018,1,3710
2266,1,1289
3710,1,1018
1018,3,2125
1565,10,1318
3422,1,1953
1001,2,3099
1001,2,1396
1001,2,3597
1953,1,3422
1953,1,3620
1334,1,2404
2404,1,1334
3366,2,3000
3000,2,3366
664,1,2835
1899,1,3366
3018,1,3712
3712,1,3018
1620,4,1565
1620,2,1731
1731,2,1620
3223,2,3713
3223,1,3679
2625,8,3223
3223,1,2125
2642,2,856
856,3,2642
1953,1,3694
3694,1,1953
6,8,856
6,5,2187
6,5,1752
3592,5,3223
3715,1,2296
2004,1,3716
35,1,3717
3717,1,35
3713,2,3223
35,1,3718
3704,1,3669
2262,5,1675
2028,1,3408
1018,1,2594
2594,4,1018
3719,1,1
3649,1,3720
3720,1,3649
3600,3,2625
3366,1,2755
1693,1,2948
3669,1,363
3161,1,3689
3715,2,3161
3161,2,3715
3689,1,3161
2642,1,3722
3593,2,545
1899,1,2755
2755,1,1899
3549,1,1810
2388,1,1471
1471,1,2388
3689,1,2266
3689,3,3723
1802,1,3113
3723,10,3689
2642,3,3724
2642,1,3725
3725,3,2642
3593,1,36
2897,-10,1318
2266,1,3727
3727,1,2266
2642,2,3618
2642,3,3342
3342,3,2642
1512,3,1693
1565,1,2188
3524,1,3366
1815,1,3578
537,1,2934
3666,1,3524
3714,1,2296
3725,3,3223
2388,1,3728
1859,2,2840
3646,1,1018
202,1,3730
35,1,3696
2661,2,3006
3666,1,3731
3731,1,3666
3731,1,3732
3732,10,3731
537,2,3366
2755,2,3733
2819,1,256
3450,1,3734
256,1,3735
3735,2,256
2934,2,1764
3735,1,35
1764,3,2333
1810,2,1693
436,2,3737
3389,3,2977
3735,1,3738
171,2,3000
3000,2,171
3738,2,3735
2977,1,1810
3699,1,3669
2487,1,3738
1113,2,3699
2661,4,3734
3738,2,2487
1802,1,3374
3738,2,3628
35,1,3740
35,1,3742
3734,4,2661
3734,3,1948
3734,1,1289
1289,1,3734
1018,1,3237
2962,10,3744
3160,1,3745
3745,2,3160
1948,3,3734
3660,1,963
1693,1,1528
2625,1,3735
3735,1,2625
2644,10,1764
1802,-10,3744
3744,10,2962
2296,-10,3744
3744,10,23
2647,-10,3744
415,1,2289
2647,-10,2962
2647,-10,2017
2067,-10,2017
2045,-10,3744
1386,-10,2962
2144,8,1764
3660,1,3747
3653,1,1555
1555,1,3653
3366,10,1948
3018,1,3751
3620,1,3165
3751,1,3018
3165,1,3620
3736,1,3394
3740,1,35
3661,1,3669
3669,1,3661
1629,2,3740
3669,1,3752
3270,1,3699
3699,1,3270
3752,5,3669
3739,1,3753
3747,1,3660
2848,-10,2725
3735,1,2125
3735,1,3649
2125,1,3735
35,1,3754
35,1,3735
2310,1,1289
3738,2,3669
3669,1,3738
3744,10,1670
3744,10,29
3744,10,1967
3744,-10,1383
3744,10,535
3744,10,493
3744,10,2438
3744,10,3394
3669,1,3329
3329,1,3669
1948,-10,3744
1289,1,2310
3319,1,1289
1316,-10,3744
3756,-10,1383
3757,10,2017
3757,10,3756
2658,-10,3756
2658,-10,3757
3319,1,3219
1363,-10,2962
2067,-10,3757
2067,-10,3756
3756,10,3744
3756,10,2017
3756,10,3757
3631,1,35
3666,1,3758
3757,10,2962
3758,1,3666
2067,-10,3759
3744,10,3757
2067,-10,3744
3759,10,2962
3759,10,3744
3759,10,3756
3759,10,3757
3759,10,2017
2658,-10,3759
2067,-10,3760
1386,-10,3760
2658,-10,3760
3744,10,3760
3760,10,2962
3760,10,2017
3760,10,3756
3760,10,3757
3760,10,3759
3760,10,3744
1318,-10,3760
1318,2,192
3389,1,3211
1810,-10,3760
3219,1,1612
3763,1,3762
3669,1,3764
3389,3,3669
2028,-10,3756
1905,-10,3744
3669,1,3600
3600,1,3669
2202,1,3649
3649,1,2202
1953,1,3765
3765,1,1953
3765,1,3018
3018,1,3765
2647,-10,3756
2647,-10,3757
2647,-10,3759
2647,-10,3760
3703,1,2755
2755,2,3703
3113,-10,3744
17,1,3219
3649,1,3767
3767,1,3649
2388,1,3528
3374,-10,3744
3528,1,2388
1731,1,2158
2262,8,3734
2835,1,1629
1629,2,2835
3749,1,664
3735,1,3767
3767,1,3735
2835,3,13
3738,1,2110
1859,2,17
17,1,1859
1318,-10,3744
1318,-10,3756
1318,-10,3757
1318,-10,3759
1675,2,3653
3219,1,3768
3768,1,3219
3666,2,3721
361,7,3769
3769,7,361
3660,3,3769
3697,1,1565
2625,3,3703
3649,1,2835
3666,1,3451
3719,1,3770
3770,1,3719
2125,1,3771
3771,2,2125
3653,1,1412
1412,1,3653
3620,1,3765
2243,1,3735
3768,1,3653
3735,1,2243
3734,3,2262
3734,2,3103
1316,-10,3756
1316,-10,3757
1316,-10,3760
3653,1,3768
3735,1,3629
2296,1,3366
3735,1,3775
3629,2,3735
3408,2,3777
2262,-10,3744
3778,3,2642
2642,1,3735
3735,1,2642
3735,1,2262
2266,5,1810
1859,1,3779
2064,3,2147
2642,2,3769
3769,2,2642
3660,5,3781
3781,1,3782
3669,2,1810
3783,1,3781
1810,2,3669
2840,-10,3744
270,-10,3759
270,-10,3760
3219,1,17
1840,-10,3744
3784,1,17
3786,-10,3757
3787,-10,3744
3787,-10,3756
3787,-10,2017
3789,-10,2017
3790,-10,2017
3792,-10,2017
3795,-10,2017
3785,-10,2017
2028,3,3649
3774,1,35
1566,-10,1352
2067,-10,3795
2067,-10,3794
2067,-10,3792
2067,-10,3791
2067,-10,3790
2067,-10,3789
2067,-10,3788
2067,-10,3785
3744,10,2934
180,1,2406
3756,10,2934
3757,10,2934
3759,10,2934
3760,10,2934
3785,10,1810
3785,10,1802
3660,1,1802
3649,1,3799
2125,1,3800
3800,1,2125
3801,1,178
178,1,687
178,1,3784
3784,1,178
3799,1,2840
687,1,178
2388,1,3366
3738,2,3380
2835,2,3649
3669,3,1675
3669,3,2625
2625,3,3669
2113,-10,3744
3803,1,3804
3366,2,3804
3803,1,35
3798,1,3724
3724,1,3798
3699,1,2318
2296,1,3640
2318,1,3699
3374,3,1802
2028,5,2328
2028,7,3366
1629,1,3656
1819,2,2028
35,1,3805
35,1,3758
35,1,3803
3767,1,35
2625,1,2845
2845,1,2625
3807,1,3653
3669,2,3780
481,-10,3744
481,-10,3756
481,-10,3757
481,-10,3759
2045,-10,2962
2045,-10,3756
2045,-10,3757
2045,-10,3759
2045,-10,3760
17,-10,3756
17,-10,3759
17,-10,3760
2351,-10,3756
2351,-10,3757
2351,-10,3759
2351,-10,3760
2642,1,3808
3808,1,2642
481,1,2642
2642,1,481
2625,1,3738
3738,2,2625
1001,-10,3744
3649,1,3810
2642,1,3649
2262,2,3735
35,1,3811
3574,3,3797
3810,1,3649
2642,2,3160
3160,5,2642
2266,2,3699
3408,-1,3812
3699,2,2266
3738,2,3767
2897,-10,96
2897,-10,2266
3738,2,3023
1948,-10,3756
1948,-10,3757
3738,2,3656
3656,1,3738
3656,1,2404
1502,1,664
2404,1,3656
3454,3,2625
3646,2,3735
3646,1,2141
3813,1,2642
3161,1,2328
2642,1,2865
3161,-10,3744
3813,-10,3744
2835,-1,2897
2865,1,2642
2835,-10,3744
1675,5,2642
3656,1,1675
1675,1,3656
2642,1,3814
3815,5,2642
3735,1,3646
2642,1,3336
3336,4,2642
3797,1,3735
3735,1,3797
3735,1,366
3806,1,35
540,1,2835
1885,2,1612
1612,1,3738
3738,2,1612
2012,5,1810
2404,1,3781
3781,1,2404
3796,1,3653
146,2,3817
3817,2,146
35,1,3818
35,1,3819
35,1,3808
3666,1,3803
732,3,3797
2642,1,3345
3775,1,3735
1412,2,3099
3099,2,1412
2388,2,1412
2642,1,3822
3822,1,2642
3735,1,3823
3823,2,3735
3715,2,2642
3715,1,2625
3715,1,2388
2388,1,3715
3825,1,2642
1802,1,3714
3807,2,366
2625,1,1555
1555,1,2625
1555,1,3808
3808,1,1555
2897,1,3655
3808,1,35
1967,1,3653
2625,5,3113
3735,1,3653
2693,-1,3408
3815,5,2304
2635,1,3826
1967,1,3649
3653,2,3807
3653,1,3490
3660,1,2028
3490,2,3653
1885,3,1656
1018,-10,3744
3828,1,35
3800,1,3735
3797,1,1899
2404,1,3830
3830,1,2404
3735,1,2404
3699,1,3653
1957,1,35
1584,-10,3744
3828,1,2202
3832,1,2625
3451,1,3815
3815,1,3451
1743,8,3219
2897,1,1725
1752,-10,3744
1018,1,3223
2642,1,3738
3738,2,2642
35,1,3836
3223,10,2625
2642,6,2110
3653,1,3828
3653,1,312
3641,1,3517
3641,1,3260
2837,-1,2897
3653,1,3385
3828,1,3838
3724,1,3828
3838,1,3828
3385,1,3653
3828,2,3724
2328,3,2388
2328,2,3590
1018,1,1967
3737,1,436
3641,1,3165
2897,-1,2028
2897,-10,2725
700,2,3840
1502,1,2176
2176,1,1502
3828,1,2176
2176,1,3828
3547,1,3653
2244,1,2388
2067,2,215
1802,3,1832
3735,1,3842
3841,2,3735
3735,1,767
2388,2,3735
767,1,3738
3738,2,767
3161,1,3396
3764,1,3547
1612,2,1859
2397,-10,3744
3819,2,35
3820,1,3843
3547,10,3699
3699,1,3547
2897,1,3844
3844,1,2897
3408,1,2693
2296,-10,2017
3408,1,3744
3738,2,3828
3828,2,3738
3451,1,3655
3655,1,3451
346,-10,3744
1318,-10,3797
3800,10,2484
2625,3,1859
1859,3,2625
3655,1,3824
2485,1,3845
3846,1,3490
1938,5,35
3223,6,2642
3847,1,3845
3802,4,3656
3656,3,3802
3848,1,2642
3653,2,3714
3653,1,3849
3797,-10,2266
2840,1,3797
3828,1,3850
3850,1,3828
3851,5,3852
3852,5,3851
3850,1,3853
3853,1,3850
3843,2,3828
3851,5,3854
3854,1,3851
3816,-3,2796
687,1,3855
3855,1,687
2642,2,3856
3856,5,2642
2296,2,3621
3828,1,3857
3545,1,3856
3856,1,3545
687,1,2860
3229,6,2125
2404,1,1529
3735,1,2860
3801,1,1555
2351,-10,3744
3849,1,3653
2388,2,2328
3746,1,3858
3002,1,35
687,1,3801
2378,1,3037
2961,1,687
3018,3,2852
2852,3,3018
2404,1,1018
1018,1,2404
3653,2,3250
3250,2,3653
3828,2,25
3856,-1,25
2770,8,3377
3801,1,687
2642,4,3056
3781,1,3850
1386,8,3859
35,1,3828
35,1,3860
3860,1,35
533,1,2125
2125,1,533
3689,-10,2028
2625,2,1316
1316,2,2625
3653,1,3013
3223,1,2404
2404,1,3223
3845,2,2647
2642,3,3534
2642,1,3860
1933,5,3861
1933,10,2903
3801,1,2642
2642,2,3801
1810,3,2252
3504,-2,3797
1953,1,3863
3863,1,1953
3776,3,3086
3776,3,3863
3776,2,3826
3863,5,3776
3861,10,2903
3861,10,1933
2903,10,1933
3511,10,3820
3820,3,3511
2266,-8,3797
1953,1,3852
3852,1,1953
2252,-1,3797
1953,1,3865
3865,1,1953
3865,1,3260
1334,1,3653
3653,1,1334
3735,1,3851
3735,1,3868
3867,1,3735
3868,4,3735
3719,1,3735
3800,1,3724
3724,1,3800
2647,3,3845
882,2,687
687,2,882
3834,3,1437
3869,3,2647
1504,1,3870
3501,1,3641
3641,1,3501
2625,1,3598
3598,1,2625
3545,5,2625
3856,2,2840
2635,1,3871
3871,5,3872
2840,2,3856
2954,2,1953
3738,3,687
3738,1,3873
3873,1,3738
687,3,3828
3828,3,687
3439,1,1154
687,1,3874
3875,2,687
1967,9,3876
2642,2,3820
3820,3,2642
3099,1,3877
332,2,3018
2141,-10,3744
3767,1,3832
3832,1,3767
1437,3,3834
2635,1,3880
3879,1,3527
3735,2,3881
3451,1,3882
3882,1,3451
2642,1,3883
3869,1,3879
2371,1,1953
3451,1,3735
2835,2,1802
2378,2,3879
988,-10,3744
3099,4,2625
2625,4,3099
3735,1,3885
3885,1,3761
3879,2,2378
1334,1,3828
3828,1,1334
700,2,3735
3735,1,700
3886,1,3527
1802,2,2835
3887,1,3445
3835,1,35
3500,10,3888
3888,10,3500
2378,-1,3889
2110,1,3735
3735,1,2110
256,1,3824
3824,1,256
3890,3,35
3168,2,2642
2822,4,1512
2822,3,2580
2642,1,3892
3892,3,2642
3893,2,1832
2642,3,57
1953,3,2913
2913,3,1953
2642,1,3832
3641,3,3893
3893,3,3641
3735,1,2328
2328,1,3735
606,1,3735
13,-10,1352
3781,1,3736
606,-10,3744
2404,1,606
606,1,2404
606,1,3767
3767,1,606
3781,1,1272
1272,1,3781
1810,1,3895
215,1,1832
3781,1,2012
2012,1,3781
3897,1,3735
214,1,3898
3821,2,3899
1751,3,3481
3898,1,214
2897,1,3900
3900,1,2897
3901,1,3527
3653,4,1675
3902,2,3903
3345,2,3903
3902,1,3345
3903,1,3902
3172,3,2642
547,1,2262
1565,3,2642
2642,3,1565
2404,1,3878
3878,1,2404
3854,1,3905
3905,1,3854
3878,1,2625
3302,6,2642
2404,2,2642
3451,2,3781
3781,2,3451
3891,3,2642
35,1,3002
35,1,3907
3911,3,3912
3912,3,3911
2296,4,3715
2642,2,3913
3913,2,2642
3820,3,3828
2642,3,3172
3894,5,2642
2642,3,3894
3018,1,3914
2897,1,3846
3846,1,2897
1018,2,3385
2344,2,2625
3903,1,3916
3385,2,1018
3916,1,3820
2642,2,3917
2642,2,3543
3918,1,3878
3917,1,2642
3543,4,2642
2344,1,3919
3836,1,35
3268,1,2625
3920,1,35
3527,1,3922
3922,1,3260
3815,1,3923
3923,2,3815
1018,1,3735
3735,2,1018
2642,4,1788
1788,4,2642
2642,3,3924
3924,5,2642
3922,1,3527
3735,1,3925
3925,4,3445
3445,-1,3
3887,1,3925
3925,1,3887
1967,3,1565
2642,1,3927
3927,2,2642
3925,1,3735
3916,1,2404
2404,1,3916
3735,1,3547
3547,2,3735
3916,1,3735
3735,1,3916
3571,-10,3208
366,3,3735
3928,10,3735
2296,1,3929
3929,1,2296
2897,1,3258
3129,1,3134
3129,1,3931
3129,1,768
3129,1,3932
3129,1,180
3129,1,2825
3129,1,1098
3129,1,350
3129,1,3940
3129,1,3422
3129,1,6
3129,1,1957
3129,1,3945
3129,1,3219
3129,1,3951
3129,1,3953
3129,1,3086
3129,1,265
3854,1,3903
3129,1,3955
3129,1,2647
3129,1,3959
3129,1,2686
3129,1,3968
3656,-10,2897
3847,1,2878
2878,1,3847
2977,1,2897
2897,1,2977
2642,1,3972
3972,2,2642
3803,1,3815
3656,-10,3866
3029,1,19
3669,1,3973
3973,10,3669
3656,2,3335
2897,1,1832
1967,2,1018
3881,10,3735
3438,2,1018
2495,10,3974
3974,10,2495
585,10,3975
3828,1,1998
3974,5,2125
1512,5,1352
3828,2,3976
3976,5,3828
3669,1,3404
3653,4,1810
1967,1,3641
3641,2,1967
3976,2,3641
3978,1,2404
3977,1,2053
3641,2,3976
2437,2,2398
35,1,3979
3904,2,3545
3810,1,3980
1939,1,3981
3981,1,3982
3981,1,1939
366,1,3699
3699,1,366
3735,1,3982
3982,1,3983
3983,2,3982
3982,2,3735
3928,1,1565
3590,1,3649
2404,1,3528
3528,1,2404
3724,3,3984
2898,4,2378
3864,1,3928
3928,1,590
3113,1,3735
3888,1,2404
3985,1,3699
905,1,3878
2378,1,3986
3987,10,3598
35,2,1675
1675,1,3803
1675,2,35
3504,5,3666
3803,1,1675
3666,5,3504
3846,1,3989
3989,1,3846
3846,3,3991
2642,5,1731
1363,1,3397
1612,1,2742
3590,3,2642
3713,1,1018
1334,-10,3760
35,1,3952
3590,1,2344
3972,1,3980
3980,1,3972
3653,-10,3993
2977,1,3995
3995,1,2977
3996,10,361
2897,1,2525
2525,1,2897
3598,1,3997
3980,1,361
2642,3,3998
2378,1,3999
3598,2,3987
3999,1,2378
3783,2,3810
3810,1,3783
3810,2,2642
3984,2,3724
1674,3,2642
2352,1,4000
4000,1,2352
2642,3,2552
2110,1,1689
1689,1,2110
4000,1,3897
2642,5,3828
3980,1,4001
2110,1,3397
3397,1,2110
3878,1,3610
3982,1,3844
3844,1,3982
35,4,4002
4002,7,35
804,2,3479
3980,1,3828
3828,1,3980
3980,1,4003
4003,1,3980
4004,1,3982
3486,-10,2405
455,1,3445
2880,1,1271
1750,2,3928
3380,2,626
626,3,3380
2642,1,4005
3669,1,4006
4005,3,2642
4006,1,3669
4008,1,4007
4007,1,4008
4005,2,4007
3571,9,3748
4007,2,3917
3917,10,4007
3268,1,4007
3397,10,1363
3918,1,1511
3918,1,4004
199,3,3632
4008,1,3980
64,1,3571
3490,1,4011
2642,3,3611
3642,1,4012
1731,5,2642
3982,1,1731
13,2,732
732,3,13
3994,3,135
2642,1,4013
4013,1,2642
3918,1,4014
4014,1,3918
4014,1,3878
3990,1,3878
3990,1,4015
3878,1,4016
3990,1,4017
4017,1,3397
3571,1,4018
4018,1,3571
3730,1,3571
3571,2,64
804,1,2642
3738,2,3441
3800,2,3006
3885,1,4019
3006,2,452
3972,1,1548
3972,10,2079
3006,1,3854
3781,1,2777
3781,1,3500
3500,10,3781
2777,1,3781
2378,1,4020
4020,1,2378
2642,2,3862
3781,2,3851
3526,3,2642
3914,1,3880
3928,2,3006
2642,5,3219
3854,3,3006
3161,3,3219
3887,1,4001
4001,1,3887
3018,1,4023
2404,1,3887
4022,1,3571
3161,1,4024
4024,1,3161
2642,1,4025
4025,1,2642
2642,3,2397
2397,2,2642
2642,2,3904
2642,1,1998
2378,1,4026
3922,1,146
4011,1,2642
2642,1,4011
146,1,3922
4027,3,4026
2642,3,3854
2642,1,3875
3875,1,2642
4028,3,2642
2642,1,4029
4029,10,2642
4026,3,3620
4026,3,4027
4034,2,3928
4035,1,4016
3598,1,527
4030,10,3168
527,3,3598
3168,1,4030
2642,5,3821
4026,2,3922
3397,1,4017
4004,1,4037
4004,-1,452
4032,1,35
202,4,2188
4019,1,3885
3724,1,4005
2351,-1,452
4036,2,3724
1018,1,3715
3500,10,4035
2878,1,4026
3999,1,4026
3655,1,3500
3500,10,3655
4039,1,4026
4027,1,3986
554,1,4040
3880,1,3915
3915,1,3880
4026,2,3880
3880,1,4026
4031,2,4026
4031,1,4027
3573,1,4038
4038,1,3573
4038,2,3000
3000,2,4038
1548,1,3972
4026,2,146
1394,5,2642
2642,1,1502
4026,1,4041
4041,1,4026
4040,1,554
4026,1,4042
4042,1,4026
4043,2,4035
3500,5,2642
2642,2,3500
3650,3,2642
3928,3,2642
2642,3,3650
3904,1,2642
3880,1,4031
3767,1,2642
2642,1,3767
4025,-1,2048
3045,1,4011
3968,2,3129
3738,2,3854
2085,1,3830
3830,1,2085
4011,2,3611
3611,3,4045
4045,3,3611
3735,1,113
113,1,3735
2262,5,2642
2262,1,3806
3806,2,2262
3735,1,4047
2642,1,4048
4048,1,2642
2642,1,4047
35,1,4049
4049,1,35
2777,1,3669
3735,2,3656
3915,1,146
3656,1,1788
1788,1,3656
146,1,3915
3735,1,4004
4004,1,3735
3735,1,4051
4051,5,3735
4011,1,3735
3915,3,3512
3735,1,1879
3915,1,3580
3735,1,4053
4053,5,3735
35,1,4011
4031,1,3915
3915,1,4031
4011,2,35
2642,1,2805
2805,2,2642
3580,1,3915
1752,5,6
1752,-3,309
2110,1,4053
2805,1,3735
4054,10,3735
3735,1,4055
3735,1,146
3598,1,4057
4057,1,3598
3972,2,4058
4058,1,3972
4055,2,3735
4024,1,4044
3830,2,1
3735,1,4059
4059,8,3735
3735,1,4060
4060,4,3735
1764,1,2644
146,3,2642
3656,1,4061
3715,1,3735
3735,1,3715
2642,3,146
171,1,113
113,1,171
3735,1,4062
4024,1,2644
35,1,4063
35,1,4064
35,1,4066
4065,1,35
35,1,4067
3189,3,4027
539,1,4038
3844,1,3820
3820,1,3844
3129,1,2733
3129,1,3936
3129,1,3748
3129,1,3391
3129,1,3942
3129,1,3943
3129,1,2878
3129,1,4069
3129,1,4070
3129,1,3952
3129,1,3131
3129,1,4071
3129,1,3807
3129,1,4072
3129,1,3130
3129,1,3735
3129,1,2945
3129,1,4074
2642,1,3479
2952,1,4076
3479,2,2642
2635,1,4076
1018,1,4077
3988,1,4032
1295,1,4064
4064,1,1295
2897,2,3831
3831,2,2897
2642,1,4078
4078,1,2642
4078,1,3598
2835,1,146
146,1,2835
96,3,1656
35,1,4079
3976,1,3113
4079,1,35
3211,8,4080
146,1,3986
585,1,1899
2625,2,3746
3746,2,2625
3598,1,1094
3219,3,3342
3649,1,4082
4082,1,3649
3828,1,4057
4057,1,3828
3864,2,3828
3598,1,4083
3598,1,590
3598,1,3864
3864,2,3598
3798,1,4003
4003,1,3798
2110,4,2625
1295,1,146
146,1,1295
3990,1,3598
2110,2,585
585,2,2110
3798,-10,1094
2897,2,3909
3909,1,2028
3909,2,2897
3628,2,13
2243,1,1334
3000,1,4085
4085,1,3000
522,1,2188
3669,1,3583
3583,1,3669
4076,1,3776
4076,1,2952
4076,1,3827
4076,1,4087
3630,6,3669
3669,5,3630
4075,-10,3744
550,-10,3744
4089,1,2625
2070,1,4090
3820,1,3669
3669,1,3820
3103,-10,2333
1528,-10,3744
4004,3,3219
4080,1,35
1967,1,1528
3101,3,2642
3441,-10,3738
2642,2,3101
3828,1,4092
4092,1,3828
146,2,1316
113,10,25
1499,2,1764
4086,1,522
3735,1,3995
3995,1,3735
64,1,3735
3735,1,3655
3655,1,3735
3547,10,3445
4076,1,3561
35,1,4093
4093,1,35
4076,1,2378
2284,1,3353
3353,1,2284
3669,1,4094
1245,3,4095
2642,4,3697
3219,2,4004
26,1,804
804,1,26
2642,3,2409
4095,3,1245
2952,1,3641
2952,1,3260
2840,1,17
4090,1,988
3820,2,3854
3488,10,2897
3641,1,4097
3828,2,3598
3598,5,3828
17,1,2840
4075,5,1953
4065,-5,3598
545,-1,1566
545,-1,1719
3598,1,4032
4032,1,3598
4096,1,202
2784,1,3598
1953,1,4099
4099,1,1953
3101,7,202
202,4,3101
4101,1,113
35,1,4102
4074,1,4104
4074,1,3948
2378,1,4004
3669,1,3223
3820,2,3223
3223,2,3820
3880,1,3539
3539,1,3513
1998,1,3223
3598,-10,733
3641,2,3971
3534,1,2642
3884,1,4105
4075,1,4106
4106,1,4075
1504,2,2202
2351,1,2230
2230,1,2351
819,1,4109
4109,1,819
2987,1,4110
3980,1,2625
2625,1,1267
1953,3,3096
2352,1,4111
3653,1,3219
3018,1,4027
4111,1,2352
180,1,2378
2378,1,180
3018,1,4112
4112,10,3018
2351,2,2125
2351,-10,1043
3018,1,4026
3981,2,2625
3545,5,4114
4114,3,4115
4115,3,4114
3477,-10,396
4102,2,35
4074,1,3513
2230,2,2214
3451,2,3892
3986,1,4097
4097,1,3986
3735,1,4114
4114,2,3735
3988,1,4114
4114,2,3988
3735,1,4116
1832,3,2625
35,1,4117
3854,1,3735
4075,4,3103
3237,2,3656
3735,1,4118
3451,1,3713
3219,1,3713
3735,1,4119
4119,1,3735
3935,1,4120
3935,2,1976
3735,1,4121
3735,1,4122
4122,5,3735
4116,7,2625
1334,-10,3744
1689,-10,3744
2625,1,1689
1689,1,2625
4060,4,1334
4123,1,2244
64,2,905
905,2,64
3800,1,3629
3629,2,3800
905,1,4124
4125,3,3988
905,1,4126
4126,1,905
2303,3,4114
4114,3,2303
4114,3,3715
3715,3,4114
3715,5,4032
4032,5,3715
4128,2,3935
3512,1,4128
4128,2,3512
4128,2,4122
3826,1,4130
1905,1,4131
4131,1,1905
4122,-10,383
4132,1,2625
3980,1,4114
4114,2,3980
3880,1,4122
4122,5,3880
2378,1,4133
4134,5,3735
4116,7,3735
2642,1,4135
3988,1,4135
3735,1,3345
3988,2,4088
4088,2,3988
